statistics,Query3b,Query4c,Query5b,Query9c,Query9d,Query10c,Query12c,Query13a,Query13d,Query15b,Query17b,Query18c,Query19c,Query19d,Query22a,Query22b,Query22c,Query22d,Query28a,Query28b,Query28c,Query29a,Query30a,Query30c,Query31c
cost,4542240.0,6266707.0,552843.0,7284270.0,7772107.0,7.4400248E7,3528968.0,7.55745631E8,2.415736048185E12,5102458.0,4.7233568E7,2.0522122E7,6904229.0,2.1896642E7,7319744.0,7156716.0,7981577.0,1.0890296E7,8677668.0,6478081.0,8200213.0,1.1910889E7,9349587.0,1.3024103E7,3.227205388E9
