Algorithm,Query1a,Query1b,Query1c,Query1d,Query2a,Query2b,Query2c,Query2d,Query3a,Query3b,Query3c,Query4a,Query4b,Query4c,Query5a,Query5b,Query5c,Query6a,Query6b,Query6c,Query6d,Query6e,Query6f,Query7a,Query7b,Query7c,Query8a,Query8b,Query8c,Query8d,Query9a,Query9b,Query9c,Query9d,Query10a,Query10b,Query10c,Query11a,Query11b,Query11c,Query11d,Query12a,Query12b,Query12c,Query13a,Query13b,Query13c,Query13d,Query14a,Query14b,Query14c,Query15a,Query15b,Query15c,Query15d,Query16a,Query16b,Query16c,Query16d,Query17a,Query17b,Query17c,Query17d,Query17e,Query17f,Query18a,Query18b,Query18c,Query19a,Query19b,Query19c,Query19d,Query20a,Query20b,Query20c,Query21a,Query21b,Query21c,Query22a,Query22b,Query22c,Query22d,Query23a,Query23b,Query23c,Query24a,Query24b,Query25a,Query25b,Query25c,Query26a,Query26b,Query26c,Query27a,Query27b,Query27c,Query28a,Query28b,Query28c,Query29a,Query29b,Query29c,Query30a,Query30b,Query30c,Query31a,Query31b,Query31c,Query32a,Query32b,Query33a,Query33b,Query33c
HASH_JOIN,1235.7468901666668,1232.8247713333333,590.8078339166667,1290.7820454999999,2917.2141415,2981.9055568333333,2828.4397885,2729.977377,1946.9538441666666,1654.2971215,1998.9938936666667,1811.8508010000003,1215.3701388333334,1911.1227883333333,605.2617519166666,583.8618954166667,1105.7124288333332,20296.56433416667,21001.504515166667,20562.51262933333,21134.93428216667,20107.231689833334,21613.547476999996,8887.221399166667,8608.021163166666,10275.736244333333,1274.7816338333334,712.2900488333333,29973.565417833335,24286.553705666665,2025.342856166667,1815.4915751666667,2981.7859283333332,3998.6800978333335,2008.7716825,2262.3201366666667,2493.8447485,2216.5155403333333,1514.5231128333335,2550.999804833333,2605.5590815,1583.778258333333,7231.796397166668,1665.8753683333332,7566.897397666667,6167.7911798333325,6139.292156166666,7901.490310833334,2244.622354,1711.7002911666668,2382.9341560000003,1772.7302419999999,1688.1115178333332,2492.1320789999995,2413.012709666666,22792.86136766667,25458.369312666666,22799.430760666666,22587.978300500003,23405.369761333335,21995.770326333335,21950.482698833337,22265.85690633333,24473.245526166666,23351.655709166665,6784.354703166668,1465.7595193333334,2041.1895676666666,2385.5121676666668,1775.0362593333336,2923.297224,10654.355080833333,22508.846285000003,21088.490031666664,22385.211024833334,2205.748569,2297.1482601666667,2740.6422093333335,2356.7579101666665,2487.391947,2660.814603166667,3236.3540198333335,2462.4907455,2276.2425335000003,2442.8316763333337,4142.5482440000005,3660.2568683333334,3884.494588,2641.5687709999997,3788.8988385000007,21779.356941000002,21392.12421883333,22252.0103625,2440.0999509999997,2216.169413166667,2746.1988669999996,2944.123211,2598.8170149999996,2978.2729475,3603.8001673333333,3626.911009166666,4940.120369,3058.136423666667,2556.8206291666665,3650.0476288333334,4609.410083500001,2835.4911169999996,4821.8406715,2760.9327630000003,2624.378861666667,3068.9495549999997,2996.5054005,3305.6427103333335
TTJHP_NO_NG,1073.9306195,1216.2256361666668,607.8940903333333,1370.8110103333336,2795.7980380000004,2820.5325408333333,3025.2171478333335,2855.2927661666668,1880.978573,1616.2395318333336,2086.4620686666667,1853.2820858333334,1191.2736646666667,1893.5839234999996,666.8076916666668,655.0067631666666,1035.8501613333335,20385.712060500002,20095.253031,20640.163488833332,21207.142686333336,21042.895230166665,21121.589824,9436.490238833334,9235.372747333333,8521.1515915,1338.4282216666668,801.9066546666668,29996.742689833336,24891.238526833335,2078.4415098333334,1770.3647571666668,2849.752895666667,4303.561064666666,2042.9319406666666,2383.288934333333,3906.8242843333337,2039.1502348333331,1532.6541725,2552.233571,2611.5202471666666,1369.0289503333333,6192.629854833333,1594.1206691666666,8883.807083500002,6125.998012999999,5950.342798500001,8670.2001865,2410.943283166667,1755.4277881666667,2814.908652166667,1863.2984065,1819.0004361666668,2523.4412666666667,2556.019510333333,22781.739437666663,26125.108852166668,22926.2166815,22876.221928333336,22734.124755166664,22394.322531333335,22439.752904333334,22739.814732833333,25233.966831333335,24230.32649633333,8958.735186166667,1395.3001363333333,1934.7487018333334,2288.3066323333333,2018.3931828333334,3049.0792739999997,11675.2368735,21978.127357,21678.230309166665,21793.500364499996,2354.132651833333,2395.6609069999995,2786.2803280000003,2718.6644818333334,2782.402065166667,2951.0902476666665,3427.0226405000008,2545.183469333333,2596.3630713333337,2574.9604508333337,3573.5502088333337,3327.5947033333337,3712.3596863333332,2825.0491760000004,4119.3738121666665,21460.440539,21877.929815833337,22335.900423833333,2653.4577848333333,2337.1496865000004,2815.358313833333,3290.711532833333,2533.6258475,3017.2801255,3280.4101238333333,3470.1701633333337,4702.0744441666675,3817.593153,3151.037909666667,4229.833069166666,4602.952067166667,2795.006605666667,5240.845594666666,2762.652877,2820.3182589999997,3268.068964833333,2964.3491854999997,3414.771064666666
TTJHP,1143.4347868333332,1224.0872003333334,612.7168623333333,1306.3509116666667,3017.814379333333,2802.937231666667,2893.442234,3057.9159603333333,1855.8330228333334,1666.7083768333332,2134.2357303333333,1904.5393998333332,1208.6560976666667,2139.4249976666665,577.0801646666665,634.0842728333333,962.5483865,20846.405722500003,20441.463981499997,20391.620666500003,20776.06593283333,20647.035190666666,22410.378001166664,9292.839005666667,8905.794784333333,10405.3086935,1308.92241,847.8966566666667,29899.930292666668,25220.779225000002,2008.1952635000005,1806.246261666667,3039.4171050000004,4222.622530833333,1970.5736978333334,2402.9038908333337,3977.731070833333,2199.0172875000003,1541.4265325000003,2515.421439166667,2446.886889,1442.5447106666668,6092.803610499999,1692.3179923333335,8614.162462333334,5958.538323000001,6029.2865625,8736.627888166668,2550.1246545,1687.5391323333333,2724.269652833333,1841.6238776666662,1757.361441,2647.586182,2491.341945333333,22241.766683833335,26681.129812000003,22414.7897795,23173.765636333334,22448.159376833337,23253.2977725,22539.090104833333,22982.61217566667,25019.596932166667,23547.358916499998,8858.468883333333,1389.0468401666667,1960.4783103333332,2224.444837333334,2015.5536725000002,3056.7417791666667,11950.992457,22566.471927833336,21129.6518635,21725.02544266667,2369.869308,2428.7138310000005,2933.0185461666665,2721.220123833333,2634.208852333333,2949.915885166667,3661.6321391666665,2429.9110036666666,2473.686379,2391.4755525,3452.9829408333335,3497.521476666667,3872.011902166667,2776.734249333333,3875.954992166667,21803.083599666665,21258.857870833333,22618.592907666665,2561.6324145,2225.1119263333335,2935.4596463333332,3042.0434036666666,2672.931748833333,3098.6720548333337,3217.2112293333334,3436.4875689999994,4889.388473833334,3698.7461743333333,3141.7919063333334,3928.2191416666665,4554.649203833334,2810.9798791666667,5091.938126166667,2700.06025,2756.9478766666666,3265.795448166667,3148.262710833333,3290.0627456666666
TTJHP_NO_NG perf improv over HJ,0.13094612817099022,0.013464310218810753,-0.02892015886687894,-0.062000370327690395,0.04162056592717903,0.05411741348755922,-0.06957099109318149,-0.04590345334816545,0.03388640740731334,0.023005292805054575,-0.04375609914423547,-0.022866830320943828,0.019826449076490824,0.009177256919545785,-0.101684832314456,-0.12185221934928316,0.06318303536997702,-0.004392256978352927,0.043151741034181575,-0.00377633127331088,-0.0034165426399076124,-0.04653368274492125,0.02276154127514297,-0.06180433849866403,-0.07287988403781764,0.1707502616954496,-0.0499274433707872,-0.1258147660213944,-7.732570909369047E-4,-0.024897926173262742,-0.02621711850168687,0.024856528456132992,0.044279849674005944,-0.07624540082577029,-0.01700554546057357,-0.05347112272311005,-0.5665868080533938,0.08001987907259468,-0.011971464491385237,-4.836402434564737E-4,-0.002287864324010955,0.1355930395369792,0.14369410935579816,0.043073269783954704,-0.17403562076042134,0.00677603466375177,0.03077705912348114,-0.0972866947153915,-0.07409751082193254,-0.025546234481385707,-0.18127840212411916,-0.05108964824666211,-0.07753570599490227,-0.012563213615560218,-0.0592648352384443,4.87956725599273E-4,-0.02618940480089075,-0.0055609248390561476,-0.012760930792418591,0.02867910283030848,-0.018119492933732505,-0.022289724203923854,-0.021286305238276664,-0.031083793293918055,-0.037627772441923446,-0.32049923362425087,0.04807022029919814,0.052146487283397366,0.04074828737026013,-0.13709969146849965,-0.0430274585038226,-0.09581826257162987,0.023578237697312612,-0.02796503100100774,0.026433106200201357,-0.06727153081668086,-0.04288475782846745,-0.016652344662592168,-0.15356119952136849,-0.11860218431698044,-0.10909277337644609,-0.058914636500887616,-0.03358092775960578,-0.14063551362477578,-0.05408836629232021,0.13735459472096537,0.09088492337191477,0.044313332858907,-0.06945887875958719,-0.08722190476785034,0.014643058693787103,-0.022709553854044537,-0.0037699992030700586,-0.08743815340264874,-0.05458981277088642,-0.025183699427013595,-0.11772208463911767,0.025084939464273776,-0.013097247528216968,0.08973584230096078,0.043216071592929964,0.04818626006101122,-0.2483397154737636,-0.2324047583633863,-0.15884325337383332,0.0014010505067560113,0.014277777521717643,-0.08689729746634707,-6.230191560806725E-4,-0.07466124658880129,-0.0648819429139602,0.010731238793907999,-0.033012749379175414
TTJHP perf improv over HJ,0.07470146521743089,0.007087439515471424,-0.037083171818193726,-0.012061576329593279,-0.03448503707773926,0.06001810646099868,-0.02298173210696942,-0.12012501865261174,0.04680173677786113,-0.0075024342193617255,-0.06765495237136439,-0.05115686058817647,0.005524276886637732,-0.11945972845231609,0.04656099144008063,-0.08601756307598388,0.1294767415108008,-0.02709036757554807,0.026666686344410478,0.00831085023089751,0.01697986587240751,-0.026846236675447895,-0.036867179023462614,-0.0456405425590088,-0.03459257540406927,-0.012609553815486476,-0.02678166617760518,-0.19038116292014,0.0024566688727279944,-0.038466780040321585,0.008466513516196183,0.005092457396367205,-0.019327737822842337,-0.05600408822934895,0.019015592961330274,-0.062141406023024204,-0.5950195268674452,0.007894486871362757,-0.017763624363801623,0.013946831982996078,0.06089756076790008,0.08917507670252489,0.15749790565355412,-0.01587311061958701,-0.1384008543567146,0.03392670904902237,0.01791828615879923,-0.10569367859482394,-0.13610409784772187,0.014115297495723187,-0.14324168209762855,-0.03886301143536668,-0.04102212586971036,-0.06237795512923957,-0.032461178241157074,0.024178389669631425,-0.04802980443546946,0.01687063967536618,-0.02593358856823251,0.04089704175839813,-0.057171330101640105,-0.026815237463150635,-0.032190778569562414,-0.02232443610373808,-0.008380699414667587,-0.30572018576778587,0.05233647003811217,0.03954128446070611,0.06751897245230869,-0.13550000001521084,-0.04564864430174917,-0.12170022177121306,-0.0025601331184946013,-0.0019518624506318803,0.02949204193046379,-0.07440591430346293,-0.05727343468191655,-0.07019388965775612,-0.1546455883713964,-0.05902443541734805,-0.10865141887598528,-0.13140655092956552,0.013230401735669457,-0.08674112823838942,0.021023193833157868,0.16645920881317972,0.044460101441122835,0.003213464596371091,-0.051168638809340826,-0.02297663711209861,-0.0010894104325916535,0.006229692135139694,-0.01647413151417744,-0.049806346436830934,-0.004035121644373207,-0.06891736123250453,-0.033259543045213426,-0.02851864267686177,-0.04042581370334044,0.10727257895824453,0.05250292595693414,0.01026936418088452,-0.20947716580236259,-0.2287885471877329,-0.07621037891010896,0.01188023601169511,0.008644441764030704,-0.056015425035320275,0.02204780710916583,-0.050514434838805564,-0.06414113025936242,-0.05064476450067821,0.004713142354424584
