Algorithm,Query1a,Query1b,Query1c,Query1d,Query2a,Query2b,Query2c,Query2d,Query3a,Query3b,Query3c,Query4a,Query4b,Query4c,Query5a,Query5b,Query5c,Query6a,Query6b,Query6c,Query6d,Query6e,Query6f,Query7a,Query7b,Query7c,Query8a,Query8b,Query8d,Query9a,Query9b,Query9c,Query9d,Query10a,Query10b,Query10c,Query11a,Query11b,Query11c,Query11d,Query12a,Query12b,Query12c,Query13a,Query13b,Query13c,Query13d,Query14a,Query14b,Query14c,Query15a,Query15b,Query15c,Query15d,Query16a,Query16c,Query16d,Query17b,Query17c,Query18a,Query18b,Query18c,Query19a,Query19b,Query19c,Query20a,Query20b,Query20c,Query21a,Query21b,Query21c,Query22a,Query22b,Query22c,Query22d,Query23a,Query23b,Query23c,Query24a,Query24b,Query25a,Query25b,Query25c,Query26a,Query26b,Query26c,Query27a,Query27b,Query27c,Query28a,Query28b,Query28c,Query29a,Query29b,Query29c,Query30a,Query30b,Query30c,Query31a,Query31b,Query31c,Query32a,Query32b,Query33a,Query33b,Query33c
HASH_JOIN,1111.40950803,1077.1920602866664,564.1010061653333,1262.1825770099997,2675.5903444799997,2737.44999848,2759.2383128599995,2718.486089,1783.2672361800003,1534.9585674199996,2157.43026841,1769.5812972899998,1139.9293062099998,2011.0097178700005,579.8397519266666,496.96762459733327,1024.5256509733333,20314.25253684001,19816.7538806,20340.814950300002,20614.71725008,20569.4390171,21463.472112040003,8985.46204974,8724.923972680002,9586.09766306,1251.6662524100002,611.9432828226667,24444.07822192,2004.3752856499998,1661.59318161,2881.8177274999994,3830.747382559999,1937.15067881,2330.0535821500002,3538.80968274,2062.7645522599996,1411.8205567199998,2497.8437422,2427.7807498600005,1334.90772285,6145.893608780001,1475.2033863799998,7254.424460459999,5874.977680660001,5916.978495440001,7491.914105679999,2148.2732434000004,1615.5087561200003,2334.9666492400006,1734.3854604099997,1535.3330060199996,2415.7870721199997,2406.4747733599997,21939.12184674,22638.23130314,22615.64179974,21664.686387140002,22063.167690140006,6394.48803994,1289.68421939,2005.6226505600007,2319.0680757399996,1881.2876597600002,3458.5027928199997,21195.92953452,21984.97581301999,2361.42059241,2334.87417634,2740.3883704599994,2458.2532970999996,2262.21651473,2517.4745465200003,3094.6652733600013,2429.44710804,2319.39384074,2382.7545932299995,3881.9586403599988,3541.3440546799998,3747.2603216,2557.00859948,3876.193885179999,21694.82884332,21739.06512924,22201.734760160005,2536.7983511799994,2239.8171092999996,2867.9376733799995,2935.32595794,2563.072331340001,2955.53205616,3479.14865376,3601.6406856400004,4949.167950959998,3007.0851528800004,2718.20449746,3488.1981505800004,4144.5296675,2673.16772238,4637.851747340001,2682.2102022,2673.2088568600007,3161.1217925199994,2985.55120548,3238.9901925799995
TTJHP,1122.35745368,1135.8037492800001,608.4980563199999,1263.8430874,2694.15765702,2765.0138832,2757.7063311399997,2742.866806480001,1840.5149181799998,1198.10172734,2115.46155086,1775.4887895400004,1146.1769442,1970.7562323999998,649.3800894000001,622.3812175400001,1001.9426868400002,20342.845844,19641.806096859997,20158.5501323,20630.568442799995,20502.4234194,21754.550432819993,8890.199849859999,8986.719810560002,9470.48007256,1310.6774618199995,721.8922803600002,24286.01473010001,1928.86722428,1680.8368230599995,2781.4951524800003,3411.4379285600003,2011.7115823599993,2319.1396014599995,2224.0486061599995,2058.55645844,1515.975385,2417.6414906199993,2539.7548367399995,1410.2763620599997,5851.230219719999,1560.7782238600003,8548.488637679999,5938.941659739999,5792.812580780001,8732.157148280001,2433.3332523399995,2098.54362,2633.6785862999996,1784.6420323600003,1657.8931108000006,2442.9717313400006,2444.5048819799995,22166.440643060003,22241.05409516,22454.571551039997,6407.119371839999,1387.4968347599997,1971.1348863399994,2964.39115046,1891.40864468,2887.685654460001,21849.748671160007,21172.293342499997,22131.21720276,2316.2735532799993,2407.635398820001,2765.7086025999997,2677.8094888400005,2671.0822403600005,2899.350469440001,3454.3607412799993,2355.699196340001,2361.53153252,2443.844849859999,3923.0190414400004,3464.624040280001,3576.4400772800004,2606.10566142,3814.6827705400005,22058.042761639994,21652.632210399992,22322.480708,2533.03955404,2338.3558915800004,2794.95698972,3084.827721140001,2559.89099894,2972.381845659999,3488.13160402,3453.7004359600005,5067.457085660001,3606.1235051999993,3318.9216238999998,3927.2442019800005,4145.8371697,2693.04405802,4722.63665602,2668.4788875200006,2733.0065644,3036.263256660001,2937.1020393199988,3321.2840772600002
