statistics,Query3b,Query4c,Query5b,Query9c,Query9d,Query10c,Query12c,Query13a,Query13d,Query15b,Query17b,Query18c,Query19c,Query19d,Query22a,Query22b,Query22c,Query22d,Query28a,Query28b,Query28c,Query29a,Query30a,Query30c,Query31c
cost,4917937.0,7100242.0,945975.0,1.0211868E7,1.1850557E7,1.1111251E7,4283753.0,2.1749403E7,2.7815295E7,5799591.0,4.6426046E7,7285700.0,9507126.0,2.8903399E7,7379858.0,7206194.0,8166670.0,1.0917115E7,8665901.0,6488423.0,8181883.0,1.2557251E7,1.052378E7,1.1847027E7,1.6703898E7
