statistics,Query3b,Query4c,Query5b,Query9c,Query9d,Query10c,Query12c,Query13a,Query13d,Query15b,Query17b,Query18c,Query19c,Query19d,Query22a,Query22b,Query22c,Query22d,Query28a,Query28b,Query28c,Query29a,Query30a,Query30c,Query31c
cost,4918324.0,7080612.0,944565.0,1.015104E7,1.1259912E7,1.3745333E7,4258908.0,2.139116E7,2.1467576E7,5799278.0,4.6177438E7,7084751.0,9494373.0,2.4902547E7,7457979.0,7329283.0,8020403.0,1.0326269E7,8524014.0,6544112.0,8155494.0,1.2555838E7,1.0478108E7,1.1740909E7,1.6642871E7
