Algorithm,Query1P1,Query1P2,Query1P3,Query2P1,Query2P2,Query2P3,Query3P1,Query3P2,Query3P3,Query3P4,Query4P1,Query4P2,Query4P3
HASH_JOIN,166.03056264948714,74.77938182677795,50.72257985339496,1047.2070977233332,913.22228497,837.7072801533336,1318.3297518500008,918.5012588733331,848.51435094,913.5357208000003,1437.4675042999997,1333.1113130000003,1044.8725094499998
TTJHP,126.25322666319444,53.435613209774104,38.79852362627911,547.6120072580001,466.0210264679999,454.5891763879999,716.5235940966667,502.7112108479998,497.1872326259999,503.66927700766666,703.4702555933334,507.282726949,577.52297104
TTJHP perf improv over HJ,0.23957839660079938,0.2854231754208056,0.2350837883558036,0.4770738200222967,0.4896959544922746,0.45734126089391025,0.4564913724421562,0.4526831553125539,0.41404970690807213,0.44865946066499285,0.5106183245958658,0.6194745915047232,0.44727900694411354
