Algorithm,Query1P1,Query1P2,Query1P3,Query2P1,Query2P2,Query2P3,Query3P1,Query3P2,Query3P3,Query3P4,Query4P1,Query4P2,Query4P3
HASH_JOIN,166.03056264948714,74.77938182677795,50.72257985339496,1047.2070977233332,913.22228497,837.7072801533336,1318.3297518500008,918.5012588733331,848.51435094,913.5357208000003,1437.4675042999997,1333.1113130000003,1044.8725094499998
TTJHP,122.42709501746543,54.19306831301603,38.235545655364774,547.9483003229999,465.7169250619999,452.608773896,707.7572588116668,503.5046569969999,501.26523806600017,507.3984635073333,703.1062395133333,505.31051991899994,574.94248025
TTJHP perf improv over HJ,0.26262313959674094,0.2752939782445502,0.24618294720264325,0.4767526867280983,0.4900289527239263,0.45970533548048587,0.46314094950942497,0.451819306579267,0.4092436533210202,0.44457731432439773,0.5108715588977969,0.6209539931201531,0.44974867742224517
