statistics,Query3b,Query4c,Query5b,Query9c,Query9d,Query10c,Query12c,Query13a,Query13d,Query15b,Query17b,Query18c,Query19c,Query19d,Query22a,Query22b,Query22c,Query22d,Query28a,Query28b,Query28c,Query29a,Query30a,Query30c,Query31c
cost,4930885.0,7115000.0,945975.0,1.0225101E7,1.2757918E7,1.214721E7,4492350.0,2.3847226E7,2.8047344E7,5800893.0,4.7357908E7,7760738.0,1.0368513E7,4.0051379E7,7538074.0,7370977.0,8563737.0,1.2058153E7,9151389.0,6590441.0,8717578.0,1.2633315E7,1.0802193E7,1.2145012E7,2.0691901E7
